Process A: arrival time 2104ms; tau 1000ms; 92 CPU bursts:
--> CPU burst 387ms --> I/O burst 1190ms
--> CPU burst 279ms --> I/O burst 4610ms
--> CPU burst 831ms --> I/O burst 11410ms
--> CPU burst 1134ms --> I/O burst 14610ms
--> CPU burst 503ms --> I/O burst 20770ms
--> CPU burst 646ms --> I/O burst 8950ms
--> CPU burst 13ms --> I/O burst 3300ms
--> CPU burst 348ms --> I/O burst 1150ms
--> CPU burst 776ms --> I/O burst 20880ms
--> CPU burst 2778ms --> I/O burst 6400ms
--> CPU burst 24ms --> I/O burst 1150ms
--> CPU burst 240ms --> I/O burst 14790ms
--> CPU burst 351ms --> I/O burst 16640ms
--> CPU burst 341ms
Process C: arrival time 64ms; tau 1000ms; 68 CPU bursts:
--> CPU burst 429ms --> I/O burst 3960ms
--> CPU burst 1626ms --> I/O burst 20280ms
--> CPU burst 1525ms --> I/O burst 18990ms
--> CPU burst 2582ms --> I/O burst 1330ms
--> CPU burst 875ms --> I/O burst 17110ms
--> CPU burst 169ms --> I/O burst 1800ms
--> CPU burst 316ms --> I/O burst 19710ms
--> CPU burst 907ms --> I/O burst 90ms
--> CPU burst 1642ms --> I/O burst 7740ms
--> CPU burst 424ms --> I/O burst 18000ms
--> CPU burst 754ms --> I/O burst 21410ms
--> CPU burst 64ms --> I/O burst 2210ms
--> CPU burst 794ms --> I/O burst 19220ms
--> CPU burst 5ms --> I/O burst 2940ms
--> CPU burst 188ms --> I/O burst 9450ms
--> CPU burst 621ms --> I/O burst 2210ms
--> CPU burst 25ms --> I/O burst 18540ms
--> CPU burst 1293ms --> I/O burst 23260ms
--> CPU burst 2181ms --> I/O burst 4220ms
--> CPU burst 441ms --> I/O burst 2140ms
--> CPU burst 2780ms --> I/O burst 1870ms
--> CPU burst 733ms --> I/O burst 7560ms
--> CPU burst 855ms --> I/O burst 1040ms
--> CPU burst 305ms --> I/O burst 22360ms
--> CPU burst 289ms --> I/O burst 12080ms
--> CPU burst 2301ms --> I/O burst 4300ms
--> CPU burst 60ms --> I/O burst 17610ms
--> CPU burst 46ms --> I/O burst 8500ms
--> CPU burst 136ms --> I/O burst 21520ms
--> CPU burst 259ms --> I/O burst 3860ms
--> CPU burst 109ms --> I/O burst 4320ms
--> CPU burst 1477ms --> I/O burst 5970ms
--> CPU burst 167ms --> I/O burst 280ms
--> CPU burst 432ms --> I/O burst 5350ms
--> CPU burst 766ms --> I/O burst 6760ms
--> CPU burst 245ms --> I/O burst 7200ms
--> CPU burst 3815ms --> I/O burst 300ms
--> CPU burst 1895ms --> I/O burst 7230ms
--> CPU burst 2942ms --> I/O burst 8120ms
--> CPU burst 2518ms --> I/O burst 2830ms
--> CPU burst 1002ms --> I/O burst 10920ms
--> CPU burst 385ms --> I/O burst 3990ms
--> CPU burst 1688ms --> I/O burst 8640ms
--> CPU burst 2631ms --> I/O burst 8200ms
--> CPU burst 11ms --> I/O burst 4770ms
--> CPU burst 58ms --> I/O burst 5720ms
--> CPU burst 1124ms --> I/O burst 17110ms
--> CPU burst 1849ms --> I/O burst 8640ms
--> CPU burst 335ms --> I/O burst 8110ms
--> CPU burst 405ms --> I/O burst 2680ms
--> CPU burst 781ms --> I/O burst 15160ms
--> CPU burst 917ms --> I/O burst 11920ms
--> CPU burst 590ms --> I/O burst 6100ms
--> CPU burst 99ms --> I/O burst 2710ms
--> CPU burst 1560ms --> I/O burst 6090ms
--> CPU burst 1087ms --> I/O burst 8580ms
--> CPU burst 1055ms --> I/O burst 7780ms
--> CPU burst 450ms --> I/O burst 13140ms
--> CPU burst 511ms --> I/O burst 14600ms
--> CPU burst 1531ms --> I/O burst 7050ms
--> CPU burst 1016ms --> I/O burst 7280ms
--> CPU burst 16ms --> I/O burst 6320ms
--> CPU burst 1320ms --> I/O burst 370ms
--> CPU burst 540ms --> I/O burst 12230ms
--> CPU burst 171ms --> I/O burst 5250ms
--> CPU burst 1334ms --> I/O burst 7810ms
--> CPU burst 1837ms --> I/O burst 41920ms
--> CPU burst 52ms
Process D: arrival time 1874ms; tau 1000ms; 84 CPU bursts:
--> CPU burst 30ms --> I/O burst 39830ms
--> CPU burst 182ms --> I/O burst 15340ms
--> CPU burst 152ms --> I/O burst 3660ms
--> CPU burst 194ms --> I/O burst 4230ms
--> CPU burst 965ms --> I/O burst 10550ms
--> CPU burst 826ms --> I/O burst 6100ms
--> CPU burst 799ms --> I/O burst 8520ms
--> CPU burst 279ms --> I/O burst 8290ms
--> CPU burst 2626ms --> I/O burst 21310ms
--> CPU burst 906ms --> I/O burst 590ms
--> CPU burst 804ms --> I/O burst 1930ms
--> CPU burst 345ms --> I/O burst 17230ms
--> CPU burst 1884ms --> I/O burst 21980ms
--> CPU burst 310ms --> I/O burst 8770ms
--> CPU burst 1879ms --> I/O burst 11380ms
--> CPU burst 2417ms --> I/O burst 7370ms
--> CPU burst 1101ms --> I/O burst 2740ms
--> CPU burst 730ms --> I/O burst 7740ms
--> CPU burst 407ms --> I/O burst 23180ms
--> CPU burst 847ms --> I/O burst 410ms
--> CPU burst 284ms --> I/O burst 1020ms
--> CPU burst 267ms --> I/O burst 6090ms
--> CPU burst 166ms --> I/O burst 5540ms
--> CPU burst 113ms --> I/O burst 33940ms
--> CPU burst 1960ms --> I/O burst 1560ms
--> CPU burst 902ms --> I/O burst 20680ms
--> CPU burst 25ms --> I/O burst 1100ms
--> CPU burst 213ms --> I/O burst 15920ms
--> CPU burst 86ms --> I/O burst 13470ms
--> CPU burst 332ms --> I/O burst 38260ms
--> CPU burst 483ms --> I/O burst 38000ms
--> CPU burst 273ms --> I/O burst 4850ms
--> CPU burst 10ms --> I/O burst 11590ms
--> CPU burst 372ms --> I/O burst 4150ms
--> CPU burst 2283ms --> I/O burst 4120ms
--> CPU burst 57ms --> I/O burst 1050ms
--> CPU burst 158ms --> I/O burst 8470ms
--> CPU burst 609ms --> I/O burst 31560ms
--> CPU burst 1640ms --> I/O burst 4440ms
--> CPU burst 2451ms --> I/O burst 3990ms
--> CPU burst 1036ms --> I/O burst 1220ms
--> CPU burst 760ms --> I/O burst 2470ms
--> CPU burst 28ms --> I/O burst 12000ms
--> CPU burst 803ms --> I/O burst 14890ms
--> CPU burst 109ms --> I/O burst 2690ms
--> CPU burst 2042ms --> I/O burst 4290ms
--> CPU burst 367ms --> I/O burst 17460ms
--> CPU burst 1970ms --> I/O burst 24440ms
--> CPU burst 1893ms --> I/O burst 12820ms
--> CPU burst 842ms --> I/O burst 7060ms
--> CPU burst 882ms --> I/O burst 7080ms
--> CPU burst 1697ms --> I/O burst 32110ms
--> CPU burst 1077ms --> I/O burst 4380ms
--> CPU burst 161ms --> I/O burst 19120ms
--> CPU burst 782ms --> I/O burst 31300ms
--> CPU burst 531ms --> I/O burst 15090ms
--> CPU burst 4203ms --> I/O burst 1790ms
--> CPU burst 453ms --> I/O burst 10870ms
--> CPU burst 983ms --> I/O burst 6510ms
--> CPU burst 44ms --> I/O burst 4600ms
--> CPU burst 250ms --> I/O burst 2280ms
--> CPU burst 3193ms --> I/O burst 27080ms
--> CPU burst 85ms --> I/O burst 2290ms
--> CPU burst 3766ms --> I/O burst 16620ms
--> CPU burst 145ms --> I/O burst 12050ms
--> CPU burst 204ms --> I/O burst 19280ms
--> CPU burst 345ms --> I/O burst 8140ms
--> CPU burst 173ms --> I/O burst 32100ms
--> CPU burst 573ms --> I/O burst 18010ms
--> CPU burst 2174ms --> I/O burst 890ms
--> CPU burst 454ms --> I/O burst 6740ms
--> CPU burst 1170ms --> I/O burst 9350ms
--> CPU burst 759ms --> I/O burst 9230ms
--> CPU burst 2626ms --> I/O burst 21650ms
--> CPU burst 193ms --> I/O burst 4040ms
--> CPU burst 2677ms --> I/O burst 5140ms
--> CPU burst 1483ms --> I/O burst 2880ms
--> CPU burst 1033ms --> I/O burst 24130ms
--> CPU burst 86ms --> I/O burst 1130ms
--> CPU burst 182ms --> I/O burst 6450ms
--> CPU burst 18ms --> I/O burst 11500ms
--> CPU burst 2561ms --> I/O burst 14420ms
--> CPU burst 348ms --> I/O burst 12070ms
--> CPU burst 358ms
Process E: arrival time 626ms; tau 1000ms; 96 CPU bursts:
--> CPU burst 3797ms --> I/O burst 4580ms
--> CPU burst 440ms --> I/O burst 3440ms
--> CPU burst 4641ms --> I/O burst 540ms
--> CPU burst 590ms --> I/O burst 3400ms
--> CPU burst 1197ms --> I/O burst 18370ms
--> CPU burst 941ms --> I/O burst 21580ms
--> CPU burst 211ms --> I/O burst 6920ms
--> CPU burst 272ms --> I/O burst 7300ms
--> CPU burst 184ms --> I/O burst 6630ms
--> CPU burst 166ms --> I/O burst 4950ms
--> CPU burst 157ms --> I/O burst 16220ms
--> CPU burst 882ms --> I/O burst 6380ms
--> CPU burst 97ms --> I/O burst 920ms
--> CPU burst 429ms --> I/O burst 10ms
--> CPU burst 127ms --> I/O burst 3280ms
--> CPU burst 1544ms --> I/O burst 250ms
--> CPU burst 50ms --> I/O burst 5330ms
--> CPU burst 369ms --> I/O burst 14400ms
--> CPU burst 1459ms --> I/O burst 19830ms
--> CPU burst 959ms --> I/O burst 3700ms
--> CPU burst 390ms --> I/O burst 16310ms
--> CPU burst 495ms --> I/O burst 9520ms
--> CPU burst 717ms --> I/O burst 3470ms
--> CPU burst 1086ms --> I/O burst 2430ms
--> CPU burst 443ms --> I/O burst 800ms
--> CPU burst 240ms --> I/O burst 12060ms
--> CPU burst 448ms --> I/O burst 2200ms
--> CPU burst 895ms --> I/O burst 32220ms
--> CPU burst 1339ms --> I/O burst 4100ms
--> CPU burst 276ms --> I/O burst 11530ms
--> CPU burst 550ms --> I/O burst 5700ms
--> CPU burst 488ms --> I/O burst 20280ms
--> CPU burst 110ms --> I/O burst 46640ms
--> CPU burst 1165ms --> I/O burst 26800ms
--> CPU burst 2155ms --> I/O burst 18740ms
--> CPU burst 165ms --> I/O burst 2490ms
--> CPU burst 1364ms --> I/O burst 16380ms
--> CPU burst 1409ms --> I/O burst 5540ms
--> CPU burst 115ms --> I/O burst 12680ms
--> CPU burst 1577ms --> I/O burst 22200ms
--> CPU burst 1425ms --> I/O burst 5210ms
--> CPU burst 47ms --> I/O burst 19260ms
--> CPU burst 1312ms --> I/O burst 28470ms
--> CPU burst 988ms --> I/O burst 11050ms
--> CPU burst 1349ms --> I/O burst 1570ms
--> CPU burst 632ms --> I/O burst 12520ms
--> CPU burst 218ms --> I/O burst 39680ms
--> CPU burst 2142ms --> I/O burst 5790ms
--> CPU burst 1355ms --> I/O burst 14560ms
--> CPU burst 4830ms --> I/O burst 3730ms
--> CPU burst 77ms --> I/O burst 4530ms
--> CPU burst 3770ms --> I/O burst 350ms
--> CPU burst 52ms --> I/O burst 12880ms
--> CPU burst 235ms --> I/O burst 4700ms
--> CPU burst 1512ms --> I/O burst 6490ms
--> CPU burst 798ms --> I/O burst 3270ms
--> CPU burst 1584ms --> I/O burst 6400ms
--> CPU burst 2926ms --> I/O burst 6750ms
--> CPU burst 2086ms --> I/O burst 39640ms
--> CPU burst 430ms --> I/O burst 15730ms
--> CPU burst 1802ms --> I/O burst 5640ms
--> CPU burst 2974ms --> I/O burst 15560ms
--> CPU burst 117ms --> I/O burst 1990ms
--> CPU burst 425ms --> I/O burst 3850ms
--> CPU burst 948ms --> I/O burst 11610ms
--> CPU burst 96ms --> I/O burst 3630ms
--> CPU burst 939ms --> I/O burst 1570ms
--> CPU burst 1440ms --> I/O burst 15410ms
--> CPU burst 1243ms --> I/O burst 18280ms
--> CPU burst 872ms --> I/O burst 580ms
--> CPU burst 334ms --> I/O burst 4100ms
--> CPU burst 164ms --> I/O burst 30160ms
--> CPU burst 1741ms --> I/O burst 12050ms
--> CPU burst 272ms --> I/O burst 3870ms
--> CPU burst 628ms --> I/O burst 21780ms
--> CPU burst 195ms --> I/O burst 4850ms
--> CPU burst 832ms --> I/O burst 17260ms
--> CPU burst 86ms --> I/O burst 10840ms
--> CPU burst 128ms --> I/O burst 8950ms
--> CPU burst 489ms --> I/O burst 9090ms
--> CPU burst 213ms --> I/O burst 850ms
--> CPU burst 408ms --> I/O burst 1060ms
--> CPU burst 973ms --> I/O burst 42950ms
--> CPU burst 2987ms --> I/O burst 6320ms
--> CPU burst 1500ms --> I/O burst 13540ms
--> CPU burst 280ms --> I/O burst 4790ms
--> CPU burst 132ms --> I/O burst 13540ms
--> CPU burst 186ms --> I/O burst 10060ms
--> CPU burst 955ms --> I/O burst 9630ms
--> CPU burst 191ms --> I/O burst 7400ms
--> CPU burst 1746ms --> I/O burst 19420ms
--> CPU burst 630ms --> I/O burst 3020ms
--> CPU burst 1961ms --> I/O burst 860ms
--> CPU burst 3010ms --> I/O burst 19660ms
--> CPU burst 250ms --> I/O burst 25300ms
--> CPU burst 764ms
Process F: arrival time 869ms; tau 1000ms; 69 CPU bursts:
--> CPU burst 1609ms --> I/O burst 10250ms
--> CPU burst 582ms --> I/O burst 4630ms
--> CPU burst 2539ms --> I/O burst 5680ms
--> CPU burst 1523ms --> I/O burst 2400ms
--> CPU burst 159ms --> I/O burst 11080ms
--> CPU burst 125ms --> I/O burst 10900ms
--> CPU burst 1494ms --> I/O burst 9540ms
--> CPU burst 228ms --> I/O burst 3810ms
--> CPU burst 388ms --> I/O burst 8590ms
--> CPU burst 1420ms --> I/O burst 2720ms
--> CPU burst 2565ms --> I/O burst 1020ms
--> CPU burst 626ms --> I/O burst 7000ms
--> CPU burst 210ms --> I/O burst 9870ms
--> CPU burst 2368ms --> I/O burst 3480ms
--> CPU burst 3082ms --> I/O burst 5380ms
--> CPU burst 3051ms --> I/O burst 51610ms
--> CPU burst 2079ms --> I/O burst 610ms
--> CPU burst 1432ms --> I/O burst 30740ms
--> CPU burst 424ms --> I/O burst 5510ms
--> CPU burst 213ms --> I/O burst 20680ms
--> CPU burst 114ms --> I/O burst 19520ms
--> CPU burst 1100ms --> I/O burst 690ms
--> CPU burst 2880ms --> I/O burst 8490ms
--> CPU burst 2002ms --> I/O burst 6050ms
--> CPU burst 234ms --> I/O burst 12380ms
--> CPU burst 367ms --> I/O burst 5980ms
--> CPU burst 2105ms --> I/O burst 34270ms
--> CPU burst 1577ms --> I/O burst 42580ms
--> CPU burst 821ms --> I/O burst 870ms
--> CPU burst 757ms --> I/O burst 7210ms
--> CPU burst 90ms --> I/O burst 2490ms
--> CPU burst 1913ms --> I/O burst 26910ms
--> CPU burst 234ms --> I/O burst 3830ms
--> CPU burst 220ms --> I/O burst 39080ms
--> CPU burst 954ms --> I/O burst 34880ms
--> CPU burst 1553ms --> I/O burst 9390ms
--> CPU burst 145ms --> I/O burst 1170ms
--> CPU burst 884ms --> I/O burst 8120ms
--> CPU burst 375ms --> I/O burst 20990ms
--> CPU burst 17ms --> I/O burst 5620ms
--> CPU burst 686ms --> I/O burst 20990ms
--> CPU burst 1761ms --> I/O burst 20680ms
--> CPU burst 533ms --> I/O burst 25970ms
--> CPU burst 2074ms --> I/O burst 2800ms
--> CPU burst 2752ms --> I/O burst 2330ms
--> CPU burst 481ms --> I/O burst 18230ms
--> CPU burst 2645ms --> I/O burst 32320ms
--> CPU burst 503ms --> I/O burst 4930ms
--> CPU burst 1552ms --> I/O burst 19200ms
--> CPU burst 3445ms --> I/O burst 11400ms
--> CPU burst 923ms --> I/O burst 10570ms
--> CPU burst 632ms --> I/O burst 120ms
--> CPU burst 1261ms --> I/O burst 10750ms
--> CPU burst 450ms --> I/O burst 7010ms
--> CPU burst 653ms --> I/O burst 4080ms
--> CPU burst 354ms --> I/O burst 380ms
--> CPU burst 13ms --> I/O burst 2900ms
--> CPU burst 269ms --> I/O burst 45050ms
--> CPU burst 3592ms --> I/O burst 9230ms
--> CPU burst 371ms --> I/O burst 15400ms
--> CPU burst 538ms --> I/O burst 5590ms
--> CPU burst 1313ms --> I/O burst 740ms
--> CPU burst 747ms --> I/O burst 260ms
--> CPU burst 133ms --> I/O burst 13520ms
--> CPU burst 2706ms --> I/O burst 16950ms
--> CPU burst 995ms --> I/O burst 36100ms
--> CPU burst 1291ms --> I/O burst 29040ms
--> CPU burst 2402ms --> I/O burst 3540ms
--> CPU burst 1347ms
Process G: arrival time 1078ms; tau 1000ms; 8 CPU bursts:
--> CPU burst 1839ms --> I/O burst 21670ms
--> CPU burst 3987ms --> I/O burst 3900ms
--> CPU burst 667ms --> I/O burst 14620ms
--> CPU burst 570ms --> I/O burst 2260ms
--> CPU burst 591ms --> I/O burst 17390ms
--> CPU burst 1117ms --> I/O burst 4670ms
--> CPU burst 1218ms --> I/O burst 1500ms
--> CPU burst 579ms
Process H: arrival time 1133ms; tau 1000ms; 1 CPU bursts:
--> CPU burst 1019ms


time 0ms: Simulator started for RR with time slice 128ms [Q: empty]
time 64ms: Process C arrived; added to ready queue [Q: C]
time 66ms: Process C started using the CPU for 429ms burst [Q: empty]
time 184ms: Process B arrived; added to ready queue [Q: B]
time 194ms: Time slice expired; process C preempted with 301ms remaining [Q: B]
time 198ms: Process B started using the CPU for 807ms burst [Q: C]
time 326ms: Time slice expired; process B preempted with 679ms remaining [Q: C]
time 330ms: Process C started using the CPU for remaining 301ms of 429ms burst [Q: B]
time 458ms: Time slice expired; process C preempted with 173ms remaining [Q: B]
time 462ms: Process B started using the CPU for remaining 679ms of 807ms burst [Q: C]
time 590ms: Time slice expired; process B preempted with 551ms remaining [Q: C]
time 594ms: Process C started using the CPU for remaining 173ms of 429ms burst [Q: B]
time 626ms: Process E arrived; added to ready queue [Q: B E]
time 722ms: Time slice expired; process C preempted with 45ms remaining [Q: B E]
time 726ms: Process B started using the CPU for remaining 551ms of 807ms burst [Q: E C]
time 854ms: Time slice expired; process B preempted with 423ms remaining [Q: E C]
time 858ms: Process E started using the CPU for 3797ms burst [Q: C B]
time 869ms: Process F arrived; added to ready queue [Q: C B F]
time 986ms: Time slice expired; process E preempted with 3669ms remaining [Q: C B F]
time 990ms: Process C started using the CPU for remaining 45ms of 429ms burst [Q: B F E]
time 1035ms: Process C completed a CPU burst; 67 bursts to go [Q: B F E]
time 1035ms: Process C switching out of CPU; will block on I/O until time 4997ms [Q: B F E]
time 1039ms: Process B started using the CPU for remaining 423ms of 807ms burst [Q: F E]
time 1078ms: Process G arrived; added to ready queue [Q: F E G]
time 1133ms: Process H arrived; added to ready queue [Q: F E G H]
time 1167ms: Time slice expired; process B preempted with 295ms remaining [Q: F E G H]
time 1171ms: Process F started using the CPU for 1609ms burst [Q: E G H B]
time 1299ms: Time slice expired; process F preempted with 1481ms remaining [Q: E G H B]
time 1303ms: Process E started using the CPU for remaining 3669ms of 3797ms burst [Q: G H B F]
time 1431ms: Time slice expired; process E preempted with 3541ms remaining [Q: G H B F]
time 1435ms: Process G started using the CPU for 1839ms burst [Q: H B F E]
time 1563ms: Time slice expired; process G preempted with 1711ms remaining [Q: H B F E]
time 1567ms: Process H started using the CPU for 1019ms burst [Q: B F E G]
time 1695ms: Time slice expired; process H preempted with 891ms remaining [Q: B F E G]
time 1699ms: Process B started using the CPU for remaining 295ms of 807ms burst [Q: F E G H]
time 1827ms: Time slice expired; process B preempted with 167ms remaining [Q: F E G H]
time 1831ms: Process F started using the CPU for remaining 1481ms of 1609ms burst [Q: E G H B]
time 1874ms: Process D arrived; added to ready queue [Q: E G H B D]
time 1959ms: Time slice expired; process F preempted with 1353ms remaining [Q: E G H B D]
time 1963ms: Process E started using the CPU for remaining 3541ms of 3797ms burst [Q: G H B D F]
time 2091ms: Time slice expired; process E preempted with 3413ms remaining [Q: G H B D F]
time 2095ms: Process G started using the CPU for remaining 1711ms of 1839ms burst [Q: H B D F E]
time 2104ms: Process A arrived; added to ready queue [Q: H B D F E A]
time 2223ms: Time slice expired; process G preempted with 1583ms remaining [Q: H B D F E A]
time 2227ms: Process H started using the CPU for remaining 891ms of 1019ms burst [Q: B D F E A G]
time 2355ms: Time slice expired; process H preempted with 763ms remaining [Q: B D F E A G]
time 2359ms: Process B started using the CPU for remaining 167ms of 807ms burst [Q: D F E A G H]
